gid,name,price,welfare,wedge,eta,density_amenity,agglomeration,traffic,residual_interactions
600101,"Alameda County (North)--Berkeley & Albany Cities",27907.4623063136,27679.1464201467,-228.315886166922,-0.426020288338999,-104.941623216581,-114.490293274256,-4.85359114791196,-4.0303785281728
600111,"Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",26951.7042812377,26926.7667351864,-24.9375460512638,-0.425313919353041,132.06094776827,-110.624158046127,-42.4682655791751,-3.90607019423179
600112,"Alameda County (Northwest)--Oakland City (Oakland Hills)",29503.0031375734,29936.2894263287,433.286288755284,-0.427586781181649,574.057356409479,-111.252417691048,-25.2001843336059,-4.31846562954058
600113,"Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",23389.1817050654,21418.6818242386,-1970.49988082682,-0.425254752488038,-1841.47603293168,-214.758936375157,89.125666547091,-3.39057806707433
600114,"Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",25904.0514153567,25173.7541358593,-730.297279497438,-0.430461640461857,-600.7589164605,-139.32592742125,13.6114973768162,-3.8239329925043
600115,"Alameda County (Northwest)--Castro Valley & Ashland",25030.4987552401,23526.9886465683,-1503.51010867181,-0.423358839862103,-1421.39379913323,-151.770710231562,73.2475782972272,-3.59317760423778
600116,"Alameda County (Central)--Hayward City (East)",19067.0219221024,16779.7034284257,-2287.31849367661,-0.423553608314002,-2263.6502369476,-83.1111212488491,62.1836952371537,-2.74083071731684
600117,"Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",37913.5980379037,38489.6762796927,576.078241789015,-0.424319327130545,435.906283388706,85.8484144524049,59.7973397903507,-5.47379584244663
600118,"Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",34082.7207333967,34172.2888430227,89.5681096259505,-0.425809675192807,-44.9825906887891,73.102010872355,66.3888201602756,-4.94013071789107
600119,"Alameda County (Central)--Pleasanton & Dublin (West) Cities",35411.2192856839,36186.724965818,775.505680134062,-0.42850123281568,751.599512015993,-12.1818322888619,41.2755636344407,-5.18756322751028
600120,"Alameda County (East)--Livermore & Dublin (East) Cities",30621.2693089517,30298.4597530718,-322.809555879907,-0.424885281459031,-303.913326913362,-45.4929223825446,30.978556279538,-4.38186286353869
600121,"Alameda County (South)--Fremont City (Southeast)",39260.4769626974,40763.6484683305,1503.17150563316,-0.427285745749521,1328.27825692046,110.358927579972,70.2735747558344,-5.73925362310979
600122,"Alameda County (West)--Hayward City (West)",28091.6996759019,26047.188775039,-2044.51090086295,-0.424076946114413,-2000.05135495075,-127.697304679189,87.2938135104634,-4.05605474347999
600123,"Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",23867.2440811528,22580.4648826405,-1286.77919851227,-0.422726535684658,-1164.31837768381,-178.768931763569,59.7257893064818,-3.41767837137536
601301,"Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities",21220.1608552143,19328.6471054865,-1891.51374972787,-0.424875998048889,-1743.03010302726,-204.736526225772,59.3177897789199,-3.06491025375408
601305,"Contra Costa County (South)--San Ramon City & Danville Town",33055.8762839158,33201.7720644705,145.895780554732,-0.431397930779547,215.303571832478,-82.7959823733119,18.279195039619,-4.89100394405278
601308,"Contra Costa County (Northeast)--Antioch City",22965.5292035202,20161.0762126765,-2804.45299084372,-0.424753138749656,-2522.27167415027,-399.634320648053,120.753727098362,-3.30072314375593
601309,"Contra Costa County (East)--Brentwood & Oakley Cities",23562.555251778,21067.2122571419,-2495.34299463607,-0.422871814348544,-2219.30071058172,-412.692439986923,139.977295553928,-3.32713962135495
601310,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cities",26315.3227084942,25082.9013397568,-1232.42136873741,-0.426360233631093,-1063.68939414783,-217.147765711381,52.2236343819651,-3.80784326016328
601311,"Contra Costa County (West)--Concord (West), Martinez & Pleasant Hill Cities",25808.6823254573,24716.5129556728,-1092.16936978449,-0.42401147617228,-906.683985308883,-263.30528689645,81.5192767994607,-3.69937437861677
601312,"Contra Costa County (West)--Walnut Creek (West), Lafayette & Orinda Cities",27842.1755348947,28190.411729013,348.236194118323,-0.424580198492115,469.592392744006,-131.808386962586,14.4646526244081,-4.01246428750608
601313,"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",26948.5641165595,26137.6372504067,-810.92686615272,-0.429474644804193,-635.431155570564,-218.295829840123,46.7400325019674,-3.93991324400099
601314,"Contra Costa County (North)--Pittsburg & Concord (North) Cities",23778.3916737668,21024.538965197,-2753.85270856983,-0.423616524796014,-2493.46357823211,-389.449043826973,132.474167449314,-3.41425396006116
604103,"Marin County (North & West)--Novato & San Rafael (North) Cities",21500.0748579904,20117.3240114054,-1382.75084658502,-0.420050406932318,-1215.81560708923,-132.847038416295,-31.0947231020119,-2.99347797747714
604104,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",24944.7522797797,25187.5917080926,242.839428312898,-0.422960406273092,366.964359393127,-60.099711329765,-60.5165950116966,-3.5086247387674
607507,"San Francisco County (South Central)--Bayview & Hunters Point",27715.2810757932,26505.5273676189,-1209.75370817431,-0.422620821457798,-1016.0493754054,-30.933497040432,-158.802461468645,-3.96837425983267
607508,"San Francisco County (Northwest)--Richmond, Western Addition & Presidio",18383.7716096043,15584.2648356644,-2799.50677393994,-0.43070643341077,-2485.85024711115,2.64348576643649,-313.586750770007,-2.71326182521989
607509,"San Francisco County (Northeast)--Chinatown, North Beach & Russian Hill",19339.8742523212,19581.4805860208,241.606333699601,-0.423999808245137,358.017780217841,17.0417495099399,-130.665034496562,-2.78816153161776
607510,"San Francisco County (Southeast)--South of Market & Mission",38353.5663859718,39988.3308629815,1634.76447700969,-0.428284821130851,1902.75953407053,38.9407347853817,-301.298735424003,-5.63705642221976
607511,"San Francisco County (Southwest)--Central & Bernal Heights",34269.5840726778,35534.8908732508,1265.306800573,-0.430036582212711,1446.41450656391,36.3321141185171,-212.376454522389,-5.06336558703151
607512,"San Francisco County (Southwest)--Outer Sunset & Inner Sunset",29014.8828036753,29218.3542548428,203.471451167512,-0.423221722795403,402.616583347488,6.38308382933105,-201.364100791987,-4.1641152173199
607513,"San Francisco County (Southwest)--Ingleside & South Central",32337.6838283913,32506.0227568911,168.338928499732,-0.423598813260606,345.752845330925,-11.0982587989775,-161.664726716814,-4.65093131540141
607514,"San Francisco County (Northwest)--Western Addition & Marina",26947.7427586984,27713.1430833036,765.400324605249,-0.42561908448732,947.129891650603,17.8639866066107,-195.678744075074,-3.91480957689134
608101,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",28872.7862463445,27754.0730418155,-1118.71320452895,-0.425495543911478,-962.286672763923,-24.506689465413,-127.752048776914,-4.16779352270055
608102,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities",29216.7953512883,28645.8691213793,-570.926229909033,-0.424192370704282,-454.87638354017,-3.97648137519307,-107.86404795406,-4.20931703961014
608103,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",29198.8518647878,29541.6420207096,342.790155921779,-0.423534760331803,369.780944227117,57.2688199199719,-80.0690971594269,-4.19051106588279
608104,"San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",27186.6088069783,26949.4480875736,-237.160719404692,-0.428080744634419,-218.038751552476,85.8557480202096,-101.003072207595,-3.97464366483044
608105,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",35607.1990296923,36917.1583838885,1309.95935419623,-0.427000072336861,1196.41275420519,171.49487931341,-52.7666756723341,-5.18160365003132
608106,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",31852.018250343,32582.6025905581,730.584340215122,-0.423459464601716,553.036130892971,217.640386241851,-35.5148042075405,-4.57737271215933
608505,"Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock",37285.6403318809,36700.9865458107,-584.653786070237,-0.423070998564374,-958.741801075062,180.042222657452,199.3961161711,-5.3503238237281
608506,"Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities",26455.0309283783,24206.5352329414,-2248.49569543683,-0.423039260649895,-2280.4533020905,-36.614886813816,72.3099373080871,-3.73744384060365
608507,"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town",36962.2042788224,39283.1935541576,2320.98927533527,-0.430382173083086,2050.63979809504,221.909770325408,53.91791835346,-5.47821143863939
608508,"Santa Clara County (Central)--San Jose (West Central) & Campbell Cities",36412.0355016697,38014.9666124717,1602.93111080205,-0.427659264380852,1291.86652133522,223.170837068407,93.2191259690465,-5.32537357063029
608510,"Santa Clara County (Central)--San Jose City (Central)",29932.2530968662,29987.3182745077,55.0651776414416,-0.426604061177039,-235.370232056904,166.807469206209,127.988246061989,-4.36030556985213
608511,"Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park",32300.6400284398,32877.7821120097,577.142083569881,-0.423165291213334,293.133388459474,171.751219032082,116.895030852422,-4.63755477409654
608512,"Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley)",33836.2719405429,34676.5189770717,840.247036528788,-0.424520194299518,577.175198419591,158.268378689988,109.685227233742,-4.88176781453217
608515,"Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town",33426.3734809571,35175.8654426622,1749.4919617051,-0.424170015583478,1556.54039533393,226.526791226026,-28.7525045566762,-4.82272029817659
608516,"Santa Clara County (Northwest)--Sunnyvale City",44569.1686879482,47094.9061447287,2525.73745678052,-0.432998565432755,2183.59942544781,301.016717420218,47.7906361119388,-6.66932219944374
608517,"Santa Clara County (Northwest)--Santa Clara City",40839.4608982611,43147.7011660839,2308.24026782288,-0.427742165094581,1981.79222426982,248.938157780083,83.4957128763903,-5.98582710341361
608518,"Santa Clara County (Northwest)--San Jose (Berryessa) & Milpitas Cities",41804.9670673506,43440.1143321603,1635.14726480964,-0.424337703138711,1291.88082825496,199.196237408598,150.09709199137,-6.02689284529038
608519,"Santa Clara County (Central)--San Jose City (North)",30332.6207766373,30829.0754703245,496.454693687218,-0.42855196330367,215.046829819469,183.471630910092,102.398082851589,-4.46184989393265
608520,"Santa Clara County (Central)--San Jose City (Southeast/Evergreen)",36219.0913397507,36405.1513478338,186.060008083172,-0.423373082809125,-130.080112420745,153.841156236648,167.494924716015,-5.19596044874615
608521,"Santa Clara County (North)--San Jose City (North Valley/East San Jose)",36303.519616544,35913.8144534339,-389.70516311012,-0.424479405687341,-755.042769252461,184.733224322263,185.848901329188,-5.2445195091106
608522,"Santa Clara County (Northwest)--Mountain View & Los Altos Cities",38015.0926284071,40973.1812572479,2958.08862884086,-0.428308274969315,2710.52302983905,236.862577039933,16.2903136800879,-5.58729171821597
