24547.55,44432.41,60381.73,76536.72,105368.52,151094.79
24547.55,44432.41,60381.73,76536.72,105368.52,151094.79
24547.55,44432.41,60381.73,76536.72,105368.52,151094.79
24547.55,44432.41,60381.73,76536.72,105368.52,151094.79
24547.55,44432.41,60381.73,76536.72,105368.52,151094.79
24547.55,44432.41,60381.73,76536.72,105368.52,151094.79
20320.22,33521.57,42589.66,53448.50,76491.40,120428.24
20320.22,33521.57,42589.66,53448.50,76491.40,120428.24
21860.07,38116.52,51153.22,65675.69,89706.53,138544.70
21860.07,38116.52,51153.22,65675.69,89706.53,138544.70
21860.07,38116.52,51153.22,65675.69,89706.53,138544.70
21860.07,38116.52,51153.22,65675.69,89706.53,138544.70
21860.07,38116.52,51153.22,65675.69,89706.53,138544.70
21860.07,38116.52,51153.22,65675.69,89706.53,138544.70
21860.07,38116.52,51153.22,65675.69,89706.53,138544.70
21860.07,38116.52,51153.22,65675.69,89706.53,138544.70
22325.17,37476.79,49333.56,62503.21,82918.65,115490.43
22325.17,37476.79,49333.56,62503.21,82918.65,115490.43
22325.17,37476.79,49333.56,62503.21,82918.65,115490.43
22325.17,37476.79,49333.56,62503.21,82918.65,115490.43
22325.17,37476.79,49333.56,62503.21,82918.65,115490.43
22325.17,37476.79,49333.56,62503.21,82918.65,115490.43
22325.17,37476.79,49333.56,62503.21,82918.65,115490.43
20191.61,33846.78,44973.06,65302.90,79993.64,114922.41
20359.51,38634.15,45218.48,58596.88,69749.43,126385.63
27003.02,41425.79,58818.04,73986.25,103099.93,142653.42
27003.02,41425.79,58818.04,73986.25,103099.93,142653.42
21408.78,39993.64,55383.18,71275.76,96167.43,144432.19
21408.78,39993.64,55383.18,71275.76,96167.43,144432.19
21408.78,39993.64,55383.18,71275.76,96167.43,144432.19
21408.78,39993.64,55383.18,71275.76,96167.43,144432.19
21408.78,39993.64,55383.18,71275.76,96167.43,144432.19
21408.78,39993.64,55383.18,71275.76,96167.43,144432.19
21408.78,39993.64,55383.18,71275.76,96167.43,144432.19
16901.65,29803.30,35247.80,44140.34,60888.30,99399.78
21230.99,39656.40,47809.38,63712.81,83550.16,128323.36
21230.99,39656.40,47809.38,63712.81,83550.16,128323.36
21230.99,39656.40,47809.38,63712.81,83550.16,128323.36
19631.55,34382.69,43440.83,54980.44,75218.57,119231.85
19631.55,34382.69,43440.83,54980.44,75218.57,119231.85
19631.55,34382.69,43440.83,54980.44,75218.57,119231.85
20716.81,31263.90,38453.21,48304.49,65398.09,103295.57
20716.81,31263.90,38453.21,48304.49,65398.09,103295.57
19631.55,34382.69,43440.83,54980.44,75218.57,119231.85
21408.78,39993.64,55383.18,71275.76,96167.43,144432.19
21408.78,39993.64,55383.18,71275.76,96167.43,144432.19
19631.55,34382.69,43440.83,54980.44,75218.57,119231.85
